# FrenchMaster cards source (tab-separated)
## columns: id	french	english	partOfSpeech	grade	unit	gender	examUsage	tags	examples
# examples format: french=>english || french=>english

g10s1_01	bonjour	hello / good morning	phrase	G10S1	1		Formal greeting used in written and oral exams as opening.	greetings|basic	Bonjour, comment allez-vous ?=>Hello, how are you? || Bonjour à tous !=>Good morning everyone!
g11s2_56	à manches	with sleeves	phrase	G11S2	56		Followed by 'longues' or 'courtes' to describe style.	fashion|details	C'est une robe à manches courtes.=>It's a short-sleeved dress. || Je cherche un haut à manches longues.=>I'm looking for a long-sleeved top.
g11s2_57	à pois	polka-dotted	phrase	G11S2	57		Describes a pattern of dots.	fashion|patterns	Elle adore sa jupe à pois.=>She loves her polka-dot skirt. || Il porte une cravate à pois.=>He is wearing a polka-dot tie.
g11s2_58	à fleurs	floral	phrase	G11S2	58		Describes a pattern with flowers.	fashion|patterns	Ma mère porte souvent des robes à fleurs.=>My mother often wears floral dresses. || J'aime ce motif à fleurs.=>I like this floral pattern.
g11s2_59	à carreaux	checked / plaid	phrase	G11S2	59		Describes a pattern of squares or lines.	fashion|patterns	Il porte une chemise à carreaux.=>He is wearing a checked shirt. || Une nappe à carreaux rouges.=>A red checkered tablecloth.
g11s2_60	à rayures	striped	phrase	G11S2	60		Describes a pattern of lines.	fashion|patterns	J'aime ce pull à rayures bleues.=>I like this blue striped sweater. || Elle porte un pantalon à rayures.=>She is wearing striped pants.
g11s2_61	un costume	a suit	noun	G11S2	61	masculine	Formal attire for men.	fashion|clothing	Il porte un costume pour le mariage.=>He is wearing a suit for the wedding. || Son costume est gris foncé.=>His suit is dark gray.
g11s2_62	un imperméable	a raincoat	noun	G11S2	62	masculine	Clothing designed to protect from rain.	fashion|clothing	N'oublie pas ton imperméable, il pleut.=>Don't forget your raincoat, it's raining. || L'imperméable est jaune.=>The raincoat is yellow.
g11s2_63	un manteau	a coat	noun	G11S2	63	masculine	Heavy outer garment for cold weather.	fashion|clothing	En hiver, il faut porter un manteau chaud.=>In winter, one must wear a warm coat. || Accroche ton manteau ici.=>Hang your coat here.
g11s2_64	un pantalon	pants / trousers	noun	G11S2	64	masculine	Garment covering from waist to ankles.	fashion|clothing	Ce pantalon noir est très chic.=>These black pants are very chic. || Je cherche un pantalon en lin.=>I'm looking for linen trousers.
g11s2_65	un sweat	a sweatshirt	noun	G11S2	65	masculine	Casual, comfortable top, often athletic.	fashion|clothing	Je mets un sweat pour rester à la maison.=>I put on a sweatshirt to stay at home. || Il a un sweat bleu marine.=>He has a navy blue sweatshirt.
g11s2_66	un survêtement	a tracksuit	noun	G11S2	66	masculine	Two-piece outfit for sports or lounging.	fashion|clothing|sports	Je porte un survêtement pour le sport.=>I wear a tracksuit for sports. || Ton nouveau survêtement est cool.=>Your new tracksuit is cool.
g11s2_67	un pyjama	pajamas	noun	G11S2	67	masculine	Clothing worn for sleeping.	fashion|clothing|home	Je change de pyjama tous les deux jours.=>I change pajamas every two days. || Elle a un pyjama très doux.=>She has very soft pajamas.
g11s2_68	un maillot de bain	a swimsuit	noun	G11S2	68	masculine	Clothing for swimming.	fashion|clothing|sports	J'ai besoin d'un nouveau maillot de bain.=>I need a new swimsuit. || N'oublie pas ton maillot de bain pour la plage.=>Don't forget your swimsuit for the beach.
g11s2_69	un gilet	a cardigan / vest	noun	G11S2	69	masculine	A knitted sweater that opens at the front or a vest.	fashion|clothing	Mets un gilet s'il fait frais.=>Put on a cardigan if it's chilly. || Ce gilet est en laine.=>This cardigan is made of wool.
g11s2_70	un anorak	a parka / padded jacket	noun	G11S2	70	masculine	Heavy jacket for skiing or extreme cold.	fashion|clothing	L'anorak est nécessaire pour le ski.=>A parka is necessary for skiing. || Mon anorak est très chaud.=>My parka is very warm.
g11s2_71	un tailleur	a woman's suit	noun	G11S2	71	masculine	Formal business attire for women.	fashion|clothing	Elle porte un tailleur pour son entretien.=>She is wearing a suit for her interview. || Le tailleur est très élégant.=>The suit is very elegant.
g11s2_72	un jean	a pair of jeans	noun	G11S2	72	masculine	Casual pants made of denim.	fashion|clothing	Le jean est un vêtement décontracté.=>Jeans are casual clothing. || Je préfère les jeans slims.=>I prefer slim jeans.
g11s2_73	un tee-shirt	a t-shirt	noun	G11S2	73	masculine	Basic casual short-sleeved top.	fashion|clothing	Je porte un tee-shirt blanc.=>I am wearing a white t-shirt. || Il a une collection de tee-shirts.=>He has a collection of t-shirts.
g11s2_74	un pull	a sweater / pullover	noun	G11S2	74	masculine	Knitted garment for the upper body.	fashion|clothing	Ce pull en laine pique un peu.=>This wool sweater is a bit itchy. || Mets un pull, il fait froid.=>Put on a sweater, it's cold.
g11s2_75	un short	shorts	noun	G11S2	75	masculine	Short pants for summer or sports.	fashion|clothing	En été, je porte souvent un short.=>In summer, I often wear shorts. || Il a un short de sport.=>He has sports shorts.
g11s2_76	un chemisier	a blouse	noun	G11S2	76	masculine	A woman's shirt.	fashion|clothing	Elle porte un chemisier en soie.=>She is wearing a silk blouse. || Ce chemisier est très chic.=>This blouse is very chic.
g11s2_77	un blouson	a jacket (short)	noun	G11S2	77	masculine	A short, casual jacket.	fashion|clothing	J'adore ton blouson en cuir.=>I love your leather jacket. || Il met son blouson pour sortir.=>He puts on his jacket to go out.
g11s2_78	une veste	a jacket / blazer	noun	G11S2	78	feminine	A garment worn over other clothes for warmth or style.	fashion|clothing	Mets une veste pour le dîner.=>Put on a jacket for dinner. || Elle a acheté une veste noire.=>She bought a black blazer.
g11s2_79	une jupe	a skirt	noun	G11S2	79	feminine	Garment hanging from the waist.	fashion|clothing	Sa jupe est trop courte.=>Her skirt is too short. || Elle porte une jupe plissée.=>She is wearing a pleated skirt.
g11s2_80	une robe	a dress	noun	G11S2	80	feminine	One-piece garment for women.	fashion|clothing	C'est une robe de soirée magnifique.=>It's a magnificent evening dress. || Elle a choisi une robe bleue.=>She chose a blue dress.
g11s2_81	une chemise	a shirt	noun	G11S2	81	feminine	Formal or casual button-up top.	fashion|clothing	Il porte une chemise blanche et une cravate.=>He is wearing a white shirt and a tie. || Repasse ta chemise avant de partir.=>Iron your shirt before leaving.
g11s2_82	une blouse	a smock / blouse	noun	G11S2	82	feminine	Often refers to a work smock or a loose top.	fashion|clothing|work	L'infirmière porte une blouse blanche.=>The nurse wears a white smock. || Les artistes portent des blouses.=>Artists wear smocks.
g11s2_83	des chaussettes	socks	noun	G11S2	83	feminine	Garment for the feet worn inside shoes.	fashion|clothing	Mes chaussettes sont dans le tiroir.=>My socks are in the drawer. || J'ai des chaussettes dépareillées.=>I have mismatched socks.
g11s2_84	des leggings	leggings	noun	G11S2	84	masculine	Tight-fitting stretch pants.	fashion|clothing	Les leggings sont très confortables pour le yoga.=>Leggings are very comfortable for yoga. || Elle porte des leggings noirs.=>She is wearing black leggings.
g11s2_85	un bonnet	a beanie / hat	noun	G11S2	85	masculine	Knitted hat for warmth.	fashion|accessories	Mets un bonnet pour protéger tes oreilles.=>Put on a beanie to protect your ears. || Il a un bonnet à pompon.=>He has a beanie with a pom-pom.
g11s2_86	un collier	a necklace	noun	G11S2	86	masculine	Jewelry worn around the neck.	fashion|accessories	Ce collier va très bien avec ta robe.=>This necklace goes very well with your dress. || C'est un collier de perles.=>It's a pearl necklace.
g11s2_87	un foulard	a scarf (decorative)	noun	G11S2	87	masculine	Lightweight scarf for style.	fashion|accessories	Elle porte un foulard coloré.=>She is wearing a colorful scarf. || Le foulard est en soie.=>The scarf is made of silk.
g11s2_88	un bracelet	a bracelet	noun	G11S2	88	masculine	Jewelry worn around the wrist.	fashion|accessories	J'ai reçu un bracelet pour mon anniversaire.=>I received a bracelet for my birthday. || Elle porte plusieurs bracelets.=>She is wearing several bracelets.
g11s2_89	un chapeau	a hat	noun	G11S2	89	masculine	Head covering for style or protection.	fashion|accessories	Il porte un chapeau pour se protéger du soleil.=>He wears a hat to protect himself from the sun. || Quel chapeau original !=>What an original hat!
g11s2_90	un sac à main	a handbag	noun	G11S2	90	masculine	Bag carried by hand or on the shoulder.	fashion|accessories	Où as-tu acheté ce sac à main ?=>Where did you buy this handbag? || Son sac à main est très spacieux.=>Her handbag is very spacious.
g11s2_91	une casquette	a cap	noun	G11S2	91	feminine	Casual hat with a brim at the front.	fashion|accessories	Il porte une casquette à l'envers.=>He is wearing a cap backwards. || J'ai perdu ma casquette préférée.=>I lost my favorite cap.
g11s2_92	une bague	a ring	noun	G11S2	92	feminine	Jewelry worn on the finger.	fashion|accessories	C'est une bague en argent.=>It's a silver ring. || Elle a une bague de fiançailles.=>She has an engagement ring.
g11s2_93	une chaîne	a chain / necklace	noun	G11S2	93	feminine	Metal link jewelry.	fashion|accessories	Il porte une petite chaîne en or.=>He is wearing a small gold chain. || La chaîne est brisée.=>The chain is broken.
g11s2_94	une broche	a brooch	noun	G11S2	94	feminine	Decorative pin for clothing.	fashion|accessories	Ma grand-mère porte une broche ancienne.=>My grandmother is wearing an antique brooch. || Elle pique la broche sur sa veste.=>She pins the brooch on her jacket.
g11s2_95	une sacoche	a shoulder bag / satchel	noun	G11S2	95	feminine	Small bag, often for men or daily items.	fashion|accessories	Je mets mes affaires dans ma sacoche.=>I put my things in my satchel. || Sa sacoche est en cuir.=>His satchel is made of leather.
g11s2_96	une écharpe	a scarf (warm)	noun	G11S2	96	feminine	Heavy scarf for winter warmth.	fashion|accessories	En hiver, je n'oublie jamais mon écharpe.=>In winter, I never forget my scarf. || Une écharpe en laine rouge.=>A red wool scarf.
g11s2_97	une ceinture	a belt	noun	G11S2	97	feminine	Strap worn around the waist.	fashion|accessories	Ma ceinture est en cuir noir.=>My belt is made of black leather. || Il doit serrer sa ceinture.=>He needs to tighten his belt.
g11s2_98	une montre	a watch	noun	G11S2	98	feminine	Timekeeping device worn on the wrist.	fashion|accessories	Quelle heure est-il à ta montre ?=>What time is it on your watch? || Sa montre est en panne.=>His watch is broken.
g11s2_99	des gants	gloves	noun	G11S2	99	masculine	Hand coverings for cold weather.	fashion|accessories	J'ai perdu mes gants dans le bus.=>I lost my gloves on the bus. || Des gants en laine grise.=>Gray wool gloves.
g11s2_100	des lunettes de soleil	sunglasses	noun	G11S2	100	feminine	Eyewear to protect from UV rays.	fashion|accessories	Il fait beau, mets tes lunettes de soleil.=>The weather is nice, put on your sunglasses. || Elle a des lunettes de soleil de marque.=>She has designer sunglasses.
g11s2_101	des boucles d'oreilles	earrings	noun	G11S2	101	feminine	Jewelry worn in the ears.	fashion|accessories	Ces boucles d'oreilles sont très jolies.=>These earrings are very pretty. || Elle a des boucles d'oreilles en or.=>She has gold earrings.
g11s2_102	un appartement	an apartment	noun	G11S2	102	masculine	A home located in a building.	home|places	J'habite dans un appartement au troisième étage.=>I live in an apartment on the third floor. || L'appartement est spacieux.=>The apartment is spacious.
g11s2_103	un logement	a housing / accommodation	noun	G11S2	103	masculine	General term for a place to live.	home	Le prix du logement est cher en ville.=>The price of housing is expensive in the city. || Nous cherchons un logement.=>We are looking for accommodation.
g11s2_104	un balai	a broom	noun	G11S2	104	masculine	Tool for sweeping floors.	home|chores	Passe le balai dans la cuisine.=>Sweep the kitchen (lit: pass the broom). || Le balai est derrière la porte.=>The broom is behind the door.
g11s2_105	un fer à repasser	an iron	noun	G11S2	105	masculine	Tool used to remove wrinkles from clothes.	home|chores	J'ai besoin du fer à repasser pour ma chemise.=>I need the iron for my shirt. || Le fer à repasser est chaud.=>The iron is hot.
g11s2_106	un aspirateur	a vacuum cleaner	noun	G11S2	106	masculine	Electric device for cleaning floors.	home|chores	Je passe l'aspirateur dans le salon.=>I am vacuuming the living room. || L'aspirateur fait du bruit.=>The vacuum cleaner makes noise.
g11s2_107	un salon	a living room	noun	G11S2	107	masculine	The main room for relaxation in a home.	home|places	Nous regardons la télé dans le salon.=>We are watching TV in the living room. || Le salon est très lumineux.=>The living room is very bright.
g11s2_108	un décor	a decor / scenery	noun	G11S2	108	masculine	The style of decoration or setting.	home	Le décor de cet appartement est moderne.=>The decor of this apartment is modern. || J'aime le décor minimaliste.=>I like minimalist decor.
g11s2_109	le couvert	the table setting	noun	G11S2	109	masculine	Plates, cutlery, and glasses for a meal.	home|chores	Peux-tu mettre le couvert pour le dîner ?=>Can you set the table for dinner? || On a mis le couvert pour six.=>We set the table for six.
g11s2_110	un couloir	a hallway / corridor	noun	G11S2	110	masculine	Passageway connecting rooms.	home|places	Ma chambre est au bout du couloir.=>My bedroom is at the end of the hallway. || Le couloir est sombre.=>The hallway is dark.
g11s2_111	un coussin	a cushion	noun	G11S2	111	masculine	Soft pillow used for decoration or comfort.	home|objects	Il y a beaucoup de coussins sur le canapé.=>There are many cushions on the sofa. || Ce coussin est très mou.=>This cushion is very soft.
